L1,L5,L1,L2,L2
L2,H3,L1,L2,L2
H2,H2,L2,H3,L1
L3,L4,L4,L4,L5
H1,L1,L4,H4,L4
L2,H1,H4,L4,L4
L5,L1,H2,L2,L3
L4,L2,L3,H2,L4
H4,L5,H4,L5,L3
L2,H3,L4,H1,H3
L3,L4,L2,H3,H3
H4,L3,L1,H4,H1
L2,H2,L3,H3,H4
L1,L4,H1,L4,L4
L2,H4,L3,H1,H3
H3,H3,H4,L3,L4
L3,L3,L1,H1,L5
H3,H4,H1,L3,L2
L1,H1,H3,H3,H2
L5,H3,H3,L5,L5
L4,L1,L3,H1,L5
L2,L3,H4,H4,H3
H4,L5,L3,H3,L3
H4,L2,L3,H2,L1
L5,H3,L2,L4,L3
L2,L4,L3,H2,H4
L2,H1,L3,H3,L5
H4,L4,L5,H3,H1
L3,L2,L3,WR,L5
L2,L2,H4,H1,H1
L3,L5,L3,H1,H2
L3,L5,L3,L5,H4
L4,L1,L2,H4,L4
H1,H1,L4,L5,L2
L4,H4,H3,L1,L1
L5,L4,L5,L1,L4
H3,H4,L4,L1,H1
L4,L5,L3,L3,L5
H3,L3,L3,L2,H4
L3,L4,H4,L5,L5
L2,H1,L2,L1,L5
L3,L5,L2,L2,L4
H1,H4,L5,L5,H4
L1,L5,H1,L4,H4
H2,H4,H1,H2,H3
S,L3,S,L2,S
L4,H4,H2,L4,L5
L2,H4,H2,L3,L2
H4,L5,L1,H3,H1
L2,L2,H2,L2,H1
L4,H4,H2,H2,H2
L5,L2,L1,H3,L5
L5,L1,H4,L2,L3
H1,H1,L5,L4,L3
H2,H2,L4,L5,L3
L4,L3,L2,L5,H3
L5,L3,L2,H2,H1
L2,L1,L5,L2,L2
H1,H1,L3,L2,L4
H1,H4,L3,L1,L4
L5,L5,L3,L3,L2
H2,H4,L3,L4,L5
L5,L4,L2,H2,H4
L2,L3,H2,L1,L4
L5,H4,H3,L2,L5
L4,H1,H4,L3,H3
L2,L4,WC,L2,L3
H4,L2,WR,L5,L1
L1,H4,H1,L2,L1
H2,L5,L3,H1,L5
L2,L2,L1,L1,L3
L1,L4,L4,L2,L1
H1,L5,L3,H3,L5
H3,L3,L5,L1,H4
L5,L1,L3,L5,L3
H2,H2,H4,L3,L5
H1,L4,L4,H1,H4
L2,L4,H2,L5,H3
H3,L3,L2,L2,H3
L3,L4,H4,L1,H1
H2,H4,H4,H4,L5
L2,H1,L2,H2,H3
H3,H1,L5,H4,L5
L4,L5,WC,H1,H1
H2,L2,WC,L1,L2
L5,H3,WR,L1,H4
H2,L4,H1,H4,H2
L2,L3,L4,H2,L2
L2,L3,L4,H4,L5
L2,L4,H4,L2,H1
L1,L3,L4,H2,L4
L2,L3,H2,L1,H2
S,L3,S,L2,S
L2,L1,L4,H4,L1
L1,H3,L5,L5,L3
L4,H2,H1,L3,L3
H2,L1,L3,H4,L4
L3,H3,H4,L1,L4
L5,H2,L3,H4,L3
L4,L3,H1,L4,L4
L2,H3,L5,H1,H1
L1,L2,L2,L5,L2
H1,L1,H2,L3,H1
L4,H4,H4,H1,L1
L1,H4,L4,L3,H4
L3,H2,L3,H1,H2
L4,L2,L3,L2,L5
H3,L4,L5,L3,H3
L1,L5,H4,L3,H4
L2,H4,L2,L1,L1
WC,WC,WC,WC,WC
H1,L5,L5,L4,L1
H3,L5,H3,L2,L5
L3,L4,L5,L4,L3
H3,L4,H1,L1,L4
H4,L5,L1,L4,L1
L5,H1,L3,H2,L1
L2,H1,L3,H3,L5
H2,H4,L5,L3,H1
L2,L5,L2,H3,L4
L3,L3,H4,L2,H4
H3,L2,L1,L1,L4
L5,L5,L2,H3,H4
H2,H2,L3,H3,H3
L1,L3,L3,L3,L1
L1,H1,H3,L2,L4
L2,L5,L4,L3,L5
H2,H2,L1,H1,L3
L2,L5,L5,L5,L2
L1,L3,L3,L4,L3
L1,H3,L2,L4,L1
L1,H1,H2,WC,H1
L5,H4,L1,WC,L4
H1,H1,L4,H1,H1
L3,L5,H2,L5,L4
H4,H2,L5,WC,L1
L5,L5,H2,WR,L1
H4,L4,L5,L2,L4
H3,L5,L4,L3,L3
L2,H4,L3,L5,L1
H4,H1,L1,H3,L5
H4,H4,H2,L2,L1
L4,H4,L1,L4,H4
L5,L5,H2,L5,L2
L5,L3,L5,L5,L4
L3,L4,L3,L2,H3
H2,L1,L1,L1,L5
L4,L2,H2,L2,H3
L1,L5,L2,H1,L3
L3,L5,L4,H3,L1
H3,L2,L5,L3,L2
H4,H4,L2,H2,H1
L1,H1,H2,L5,H4
L3,L4,L5,L2,L1
H3,L3,H4,H2,H3
L1,L5,L5,H3,L5
L5,H1,L1,L4,H2
H3,L5,L5,H3,L3
S,L3,S,L2,S
H2,L3,L3,L4,H4
L2,L4,L3,H1,L5
H2,L5,L5,H3,L4
H4,L2,H4,L5,L2
L4,H4,H3,L1,L4
L5,L2,H4,L4,L1
H3,H2,L4,L2,L5
L4,H3,L3,L5,L4
H2,L4,L1,H3,L4
L4,H1,L3,L1,L5
H4,L5,L3,L1,L4
H3,H3,L3,L2,L1
L5,L4,L3,L5,L1
L2,L1,L1,L3,L5
L2,L4,H2,H4,L5
L5,L3,L2,L2,H3
L3,L3,L3,L3,H2
L5,H2,L5,H4,H3
L2,H4,H3,L5,L1
H4,L3,L5,L5,L5
L2,H4,L2,L4,H1
L1,L5,H4,H2,WC
L3,L3,L2,H3,H4
L5,L5,H2,H2,L3
H1,H4,H2,H4,WR
H3,L5,L2,L4,L3
L3,H2,L3,L5,L1
H3,H3,L2,L5,H1
L2,H4,H4,H2,L4
L4,L4,L5,H3,H3
L5,L1,L4,L5,H4
L1,L3,H4,L4,L5
H2,L5,L4,L5,L4
H4,L4,L2,L4,L5
L4,L3,L2,L3,H3
L5,H4,H4,L2,H1
L2,L3,H4,L5,H3
L2,L4,H2,L1,L1
L1,H1,L3,L5,H2
L3,L5,L4,L4,L1
WC,WC,WC,WC,WC
H4,L4,H3,L4,L1
H3,L4,H4,H4,H2
H1,L4,L4,H1,H3
H4,L1,H2,H1,L2
H3,L3,H4,L1,L5
L2,L3,L3,L4,L3
L2,H4,L1,L2,H3
L3,L3,L4,L2,L3
H4,L4,L4,L3,L3
H3,L2,L3,H4,L2
L4,L4,H4,H4,L5
L5,L4,L5,H1,L5
L2,H4,L5,L5,L4
L2,H2,L1,H3,L4
H3,H3,L1,L2,H1
L5,L1,L3,L5,H2
H1,H4,L4,L4,L5
H3,L5,L4,H2,L4
L3,L1,L3,H1,L2
H2,L3,L5,L5,H3
L3,H1,L4,L5,L5
H4,L5,H4,H4,L3
L3,H2,L2,L3,L4
L1,H4,L1,H1,L3
H3,H1,H4,L2,L3
L4,H2,L3,H2,H1
L2,L4,L1,L5,L4
H3,H2,H2,L1,H3
L1,L4,L3,L5,H4
L2,L5,L4,L2,H1
L4,WC,H2,H3,L4
L4,H1,H1,L2,L3
L1,L5,L4,L4,H2
L4,L1,L2,H4,L3
H2,H4,L1,L1,L2
H3,L1,L3,H4,L1
L4,H4,L1,L5,L4
H2,L4,L3,L4,L3
H3,H2,L5,H3,L5
H3,H1,L1,L2,H4
L5,H3,L3,L4,L4
L2,L4,L5,L4,L3
L3,H2,L2,H4,H2
H4,H1,H4,L5,L4
H2,H2,L1,L1,H2
L1,H1,L5,L1,L3
L5,L4,L5,H2,H4
L4,L3,H4,H1,H3
L5,L3,L5,H3,L5
H3,L3,L1,L2,L2
L3,L4,L4,H4,L1
L2,L4,H3,H4,L3
L5,L4,L1,L2,H4
L5,L5,L5,H3,WC
L1,L2,H2,H2,L4
L3,L3,L3,H3,L5
L5,L2,L2,H4,H1
L2,H1,L1,L5,L4
L1,L4,H2,H3,L3
H3,L4,L5,H4,H1
L4,L5,L2,L4,L2
L1,L4,L5,H2,H3
L3,L4,L5,H1,L4
H2,H4,L4,L2,L2
L5,L4,L4,L5,H1
L2,L2,H2,H3,L5
L5,H3,L5,L2,L4
L1,L3,L4,H1,L5
H1,H4,L2,L2,L5
L1,H1,L2,L5,L3
L5,H3,L1,L1,H4
L2,L5,L3,L2,L4
H4,H1,L1,L2,L5
H4,L2,H3,L5,L2
H1,L5,H1,L1,H1
WR,L1,L3,L5,H4
H3,L2,L2,L5,H4
L3,L5,L4,H3,H3
L2,L3,L3,L2,H3
L4,H1,L3,L2,H3
L3,L1,L4,L4,H1
L2,H1,L1,L4,H2
H4,H4,L1,L4,L1
H3,H1,H1,H4,L4
L5,H4,L3,L5,L5
H4,L3,L5,H2,L4
L5,L4,H4,H4,WC
L3,L2,H4,L4,L3
L3,L4,L2,L1,L4
H1,H2,L2,L5,L5
H4,H2,L2,L4,L1
H4,L3,H4,L1,WR
L2,H3,H2,H3,H4
L4,H4,L2,L2,H2
L2,L4,L4,H2,L3
L3,H2,L2,H3,L3
L2,L1,H1,L5,L5
L3,L4,H1,H2,L3
H1,H3,H1,L4,H2
L4,L1,L4,H4,H4
H3,H1,H4,L3,L4
L1,L3,H3,L5,H3
L5,H4,L5,L3,H3
L1,L4,L2,H4,H3
L4,L4,L3,L5,L3
L2,L5,L3,L4,H1
H2,H1,H3,L1,H1
L2,H2,L4,L2,L3
L4,L5,L1,L3,L2
L4,L4,L5,H2,H1
L2,L1,L1,L3,H3
H2,L5,L5,L5,L3
H2,L4,L1,L4,H4
L3,L5,L5,L5,L5
L4,L2,L3,L1,L5
L5,H3,L1,L1,H4
L3,H1,L2,H3,H4
L5,H4,L3,L2,L5
L2,L4,H1,L3,L4
L5,L2,L2,L5,L1
L4,H1,L4,H3,H1
L2,L4,H4,L3,L4
L5,L4,H4,L3,H3
L4,L4,L4,L1,H4
H1,H3,H4,L3,H4
L4,H4,L1,L5,L4
L2,H1,L5,L4,L3
L3,H1,H4,L1,L5
L4,L1,L3,L3,L3
L3,L4,H4,L4,H4
L4,H3,H2,L5,H3
L2,H2,L4,L3,H3
H3,L5,L3,L1,L1
L1,L4,H2,H3,H2
L2,L1,L3,H4,L3
H2,L1,L1,L4,H2
L3,H4,L2,L4,L4
L4,H4,H1,H3,L3
L4,L5,L3,L2,L5
L2,H1,L4,H1,L5
L1,H2,L4,H4,H1
L1,L4,L2,H2,H1
L2,H4,L2,L4,L4
L1,L5,L5,H3,H2
L2,H4,H1,L4,H2
L1,H2,L5,H2,L5
L5,L4,L1,H4,L4
L5,H4,L5,L3,H3
L4,L4,L5,H4,H4
H3,L5,L4,H2,H4
L4,H4,H3,L3,H2
L1,L4,L3,H2,L4
H1,H3,L4,L3,L3
H3,L5,WC,H1,H2
L3,WC,H2,H1,H1
L3,WC,L2,H4,L4
L1,L2,L4,L1,H3
L5,H4,L1,L5,L4
L2,L3,L1,L3,L1
L1,WR,L3,L2,H2
L5,H3,L1,L1,H4
H4,L2,L5,L1,L1
H4,L4,L4,L5,L5
L3,L4,L3,L2,L3
H4,L1,H4,L3,L4
H2,H4,L2,H1,L1
L5,L5,H2,L5,L5
L1,L4,H3,L1,L5
L3,L5,L3,L3,H2
H2,L4,L1,H4,L4
L5,H4,L3,H3,L3
L2,L2,H1,H4,L2
L1,L4,L4,H2,H4
H3,L3,H1,L1,H3
L1,L2,L4,L5,L3
H3,H2,H1,H2,H2
L5,L1,L1,L2,H4
H3,L2,L4,L3,L3
H3,H3,L5,H1,L1
H4,H4,L5,L4,H2
L3,L3,L2,H1,L4
L5,L5,L4,H4,L5
L4,L3,L2,L2,H1
L2,H2,L5,H3,L5
L2,L2,L5,H4,H3
L2,H3,H2,H2,L5
H2,L5,L3,L3,L2
WC,L3,H3,H2,L5
H3,H4,L5,H4,H4
L5,H2,L2,L4,L1
H3,L4,L5,L3,H4
L3,H2,L3,L5,L1
L5,H4,L5,L3,H3
L4,L4,H2,H4,H1
L3,H3,L5,L3,H3
H1,H1,L4,H1,H2
L1,L4,L2,L2,L5
L4,L2,H1,L2,H2
L1,H4,H3,L2,H3
L4,L2,L4,L5,H2
L2,L4,L3,L2,L3
L5,L2,L5,L4,L3
H4,H3,H4,L4,L5
L4,H3,H3,L5,L3
L5,L3,L4,H3,H3
L1,H3,L4,L1,H1
L4,L5,L4,L3,L5
L2,H2,L4,L1,L3
L4,L5,H4,H3,L5
L2,H4,L2,L1,H2
H3,H3,L3,L5,L3
L4,L4,L1,L5,H1
L2,H2,H2,L3,L5
H4,H4,H1,L1,L4
L3,L5,L2,L4,L3
L2,H4,L4,H4,H1
L2,L5,H2,L2,L5
L5,H3,H3,H3,H4
H2,H2,H4,H3,L2
L4,L5,L1,L3,L2
H2,L2,L4,H2,H1
L2,L4,H1,H3,H2
L2,H3,L4,L1,H2
H4,L4,L5,L1,H1
L2,L5,L2,L2,L1
H4,H3,H3,H2,L1
L4,H2,L1,H3,H3
L4,L1,L1,H3,L2
H4,L1,L5,H4,L3
H1,L3,L2,L2,L3
L5,H1,L1,L2,H2
H1,L3,L2,L4,L3
L4,H1,H3,L3,H4
L5,H1,L5,H3,L5
L2,L2,H4,H1,H2
L5,WC,L1,H4,L5
L1,H3,H1,L3,L2
L5,L4,H2,L4,L1
L2,H1,L3,L2,H3
L2,L3,L2,L1,L5
L1,H4,H1,H4,L4
H2,L1,L1,L4,L4
L3,L4,L4,L2,L2
L3,H1,L3,L4,H4
L5,H3,L5,H1,H3
H2,H2,L1,L1,L4
L4,H1,L4,L2,H4
L4,L2,H1,L5,L3
L4,L1,L2,L3,L2
H4,L5,H3,H4,L1
L5,L4,H4,L5,H3
H1,L4,L3,L4,L4
H3,L5,H4,L5,L5
L1,L3,H2,L4,L2
L2,WR,L3,H1,L5
H1,L5,H1,L3,L3
L5,H4,L4,H2,H4
L1,L5,H4,L3,L5
L5,L4,H2,L4,L2
L5,H1,L3,L3,L5
H4,L5,H4,L4,L3
H3,H1,H4,L3,L1
L2,H2,L3,L5,H3
L3,L5,WC,L5,H2
L4,L5,L3,H3,H3
L2,H3,L2,H1,H1
L3,L1,H3,L1,L4
L2,L5,H2,H1,H3
H4,L1,L5,L1,L1
H4,H3,L4,L4,H3
L2,L5,H4,L2,H1
L4,L3,H4,H4,H4
H1,H3,L3,L1,H3
WC,L4,L5,L3,H3
WR,L5,L1,L1,H4
L3,H1,L2,L2,H4
L2,L5,H2,L5,L3
H1,L5,H1,L5,L5
L4,H1,L5,H3,L5
L5,L4,L2,H4,L3
L2,L2,L3,H2,H4
H4,L3,H2,L2,L1
H4,L3,L2,H4,L4
L2,H3,L2,L5,L5
L5,H2,L5,L3,L3
WC,L5,H2,L5,H1
L2,H1,L3,L1,H4
H3,L3,L4,L4,L5
H4,H2,L4,H3,L3
L5,L5,L5,H2,H3
L5,L3,L4,L3,H4
L4,L2,L3,H2,H4
H1,H2,L3,H2,H3
H4,L3,H2,L4,L5
L5,L2,H4,L5,H4
H2,L5,H1,L4,L5
L1,L4,L5,H3,L4
L2,H2,H2,L5,L3
H4,L3,L1,L3,H1
L3,H4,L1,H2,L5
L4,L2,L3,L4,L3
L1,H2,L2,L5,H1
L5,H3,L4,H4,L4
L1,L5,L5,H3,L4
