472,0
473,baseGame
474,0
475,0
476,0
477,baseGame
478,freeGame
479,0
480,0
481,0
482,baseGame
483,baseGame
484,0
485,baseGame
486,0
487,baseGame
488,0
489,0
490,baseGame
491,0
492,baseGame
493,0
494,0
495,baseGame
496,0
497,0
498,0
499,0
500,0
501,baseGame
502,baseGame
503,baseGame
504,baseGame
505,0
506,freeGame
507,freeGame
508,0
509,0
510,0
511,baseGame
512,baseGame
513,baseGame
514,0
515,baseGame
516,0
517,baseGame
518,baseGame
519,baseGame
520,0
521,baseGame
522,baseGame
523,0
524,0
525,freeGame
526,baseGame
527,baseGame
528,baseGame
529,baseGame
530,0
531,baseGame
532,0
533,baseGame
534,0
535,baseGame
536,0
537,0
538,0
539,0
540,baseGame
541,baseGame
542,0
543,baseGame
544,freeGame
545,baseGame
546,baseGame
547,baseGame
548,0
549,freeGame
550,freeGame
551,freeGame
552,baseGame
553,0
554,0
555,baseGame
556,baseGame
557,freeGame
558,baseGame
559,baseGame
560,baseGame
561,baseGame
562,baseGame
563,0
564,baseGame
565,0
566,0
567,baseGame
568,baseGame
569,baseGame
570,0
571,0
572,0
573,baseGame
574,freeGame
575,baseGame
576,0
577,0
578,freeGame
579,baseGame
580,0
581,baseGame
582,0
583,0
584,baseGame
585,0
586,0
587,0
588,baseGame
589,0
590,0
591,freeGame
592,freeGame
593,0
594,baseGame
595,0
596,0
597,baseGame
598,baseGame
599,0
600,0
601,freeGame
602,baseGame
603,baseGame
604,0
605,0
606,0
607,baseGame
608,0
609,0
610,0
611,baseGame
612,baseGame
613,baseGame
614,0
615,0
616,baseGame
617,baseGame
618,0
619,baseGame
620,freeGame
621,freeGame
622,0
623,0
624,0
625,0
626,baseGame
627,0
628,0
629,baseGame
630,0
631,baseGame
632,baseGame
633,freeGame
634,0
635,baseGame
636,0
637,0
638,0
639,0
640,0
641,baseGame
642,0
643,baseGame
644,freeGame
645,baseGame
646,baseGame
647,freeGame
648,baseGame
649,0
650,freeGame
651,baseGame
652,0
653,baseGame
654,freeGame
655,baseGame
656,freeGame
657,baseGame
658,baseGame
659,0
660,0
661,freeGame
662,baseGame
663,0
664,baseGame
665,baseGame
666,baseGame
667,winCap
668,baseGame
669,baseGame
670,baseGame
671,baseGame
672,0
673,0
674,baseGame
675,freeGame
676,0
677,0
678,freeGame
679,0
680,baseGame
681,0
682,freeGame
683,baseGame
684,baseGame
685,0
686,baseGame
687,baseGame
688,0
689,baseGame
690,0
691,0
692,0
693,baseGame
694,baseGame
695,baseGame
696,baseGame
697,0
698,baseGame
699,baseGame
700,0
701,baseGame
702,baseGame
703,baseGame
704,baseGame
705,baseGame
706,baseGame
707,baseGame
708,0
709,0
710,0
711,0
712,0
713,baseGame
714,baseGame
715,baseGame
716,freeGame
717,0
718,freeGame
719,baseGame
720,baseGame
721,0
722,baseGame
723,baseGame
724,0
725,baseGame
726,baseGame
727,0
728,baseGame
729,baseGame
730,0
731,baseGame
732,0
733,freeGame
734,0
735,baseGame
736,0
737,baseGame
738,0
739,baseGame
740,baseGame
741,0
742,0
743,0
744,baseGame
745,freeGame
746,baseGame
747,baseGame
748,baseGame
749,0
750,baseGame
751,0
752,baseGame
753,0
754,baseGame
755,0
756,baseGame
757,baseGame
758,baseGame
759,baseGame
760,freeGame
761,0
762,baseGame
763,baseGame
764,0
765,0
766,0
767,baseGame
768,baseGame
769,freeGame
770,0
771,freeGame
772,baseGame
773,baseGame
774,baseGame
775,0
776,baseGame
777,freeGame
778,baseGame
779,freeGame
780,baseGame
781,0
782,0
783,0
784,baseGame
785,0
786,0
787,freeGame
788,baseGame
789,freeGame
790,baseGame
791,0
792,baseGame
793,baseGame
794,0
795,baseGame
796,baseGame
797,baseGame
798,baseGame
799,baseGame
800,freeGame
801,baseGame
802,baseGame
803,baseGame
804,baseGame
805,baseGame
806,baseGame
807,freeGame
808,0
809,baseGame
810,0
811,baseGame
812,baseGame
813,baseGame
814,0
815,baseGame
816,0
817,baseGame
818,0
819,0
820,baseGame
821,0
822,0
823,baseGame
824,freeGame
825,0
826,0
827,0
828,baseGame
829,baseGame
830,0
831,0
832,baseGame
833,0
834,freeGame
835,0
836,baseGame
837,baseGame
838,baseGame
839,baseGame
840,baseGame
841,0
842,0
843,baseGame
844,0
845,baseGame
846,baseGame
847,0
848,0
849,baseGame
850,baseGame
851,0
852,baseGame
853,baseGame
854,0
855,baseGame
856,baseGame
857,baseGame
858,baseGame
859,baseGame
860,freeGame
861,0
862,0
863,baseGame
864,baseGame
865,freeGame
866,freeGame
867,0
868,baseGame
869,baseGame
870,baseGame
871,freeGame
872,0
873,baseGame
874,0
875,0
876,0
877,0
878,baseGame
879,0
880,0
881,baseGame
882,baseGame
883,baseGame
884,0
885,0
886,baseGame
887,baseGame
888,baseGame
889,baseGame
890,0
891,baseGame
892,baseGame
893,0
894,baseGame
895,0
896,baseGame
897,0
898,baseGame
899,0
900,0
901,baseGame
902,baseGame
903,baseGame
904,0
905,freeGame
906,freeGame
907,0
908,baseGame
909,baseGame
910,0
911,baseGame
912,0
913,0
914,baseGame
915,0
916,freeGame
917,baseGame
918,baseGame
919,0
920,baseGame
921,0
922,0
923,baseGame
924,baseGame
925,baseGame
926,baseGame
927,freeGame
928,baseGame
929,baseGame
930,baseGame
931,baseGame
932,baseGame
933,0
934,baseGame
935,baseGame
936,freeGame
937,freeGame
938,baseGame
939,baseGame
940,baseGame
941,freeGame
942,0
943,baseGame
944,baseGame
945,0
946,baseGame
947,baseGame
948,0
949,baseGame
950,baseGame
951,baseGame
952,0
953,0
954,0
955,0
956,baseGame
957,0
958,0
959,baseGame
960,baseGame
961,baseGame
962,freeGame
963,baseGame
964,0
965,0
966,0
967,baseGame
968,baseGame
969,baseGame
970,baseGame
971,baseGame
972,baseGame
973,0
974,baseGame
975,baseGame
976,freeGame
977,baseGame
978,0
979,0
980,0
981,baseGame
982,0
983,baseGame
984,baseGame
985,baseGame
986,0
987,0
988,0
989,baseGame
990,baseGame
991,baseGame
992,0
993,0
994,baseGame
995,baseGame
996,0
997,freeGame
998,0
999,baseGame
1000,baseGame
